name,description,model,chassis,type,year,price,image,manufacturer_id,mechanical_details.engine,mechanical_details.cylinders,mechanical_details.fuel,mechanical_details.mileage,mechanical_details.transmission,mechanical_details.drivetrain,body_details.trim,body_details.doors,body_details.exterior_color,body_details.interior_color
Ford F-350 XL,"$1,042 off MSRP!Race Red 2024 Ford F-350SD XL 2D Standard Cab 4WD 10-Speed Automatic 6.8L V8Welcome to New Englands Premier New Ford and Used Car Dealer, Serving Foxborough & Greater Boston Area Drivers for Over 50 Years. Our 75,000 square foot state-of-the-art facility is easy to find, located directly across the street from Gillette Stadium, home of the New England Patriots, and provides you with a one-stop shop for all of your vehicle needs.Feel free to browse our inventory online, request more information about vehicles, set up a test drive, or inquire about financing! And dont forget to take a look at all our new Ford lineups. We have several new Explorer, Edge, Escape, F-150 and Super Duty options! Lastly we are your preferred Electric vehicle dealer with major discounts on Mustang Mach-E's and Lightnings!
      
    Rodman Ford is One of the Largest Volume Ford Dealers in New England Offering you one of the Largest Selections of F-Series trucks in the North East. Everything is always priced to sell fast!",F-350,Pickup Truck,New,2024,52263.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17978,"8 variable valve control, regular unleaded, engine with 4",8,Gasoline,10.0,10-Speed Automatic,Four-wheel Drive,XL,2,Race Red,Medium Earth Gray
Audi A5 Sportback S line Premium Plus,".
      
    The Warren Henry Advantage! This remarkable package of 9 valuable benefits comes with every vehicle we sell or lease, new or pre-owned. It includes: -complimentary lost key replacement -Pick up and delivery for any service -Dynamic wheel alloy wheel portection -Much More!",A5 Sportback,Hatchback,New,2024,56105.0,../static/img/vehicle_sample_hatchback.png,66a2529221c4bf0e6fe17981,16V GDI DOHC Turbo,4,Gasoline,12.0,7-Speed Automatic with Auto-Shift,All-wheel Drive,S line Premium Plus,4,Navarra Blue Metallic,Black
Chevrolet Trailblazer RS,"Price includes: $500 - Chevrolet Consumer Cash Program. Exp. 06/03/2024Luckily, when you shop with us, you'll have access to a broad selection ofcompetitivelypriced used cars and new vehicles, a team of salesprofessionals committed to your total satisfaction, and even unique perks likelifetime powertrain limited warranty on all new and used cars wesell.",Trailblazer,SUV,New,2024,32580.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797a,"1.3L I-3 gasoline direct injection, DOHC, variable valve",3,Gasoline,0.0,9-Speed Automatic,All-wheel Drive,RS,4,Crimson Metallic,Jet Black w/Red Accents
Jeep Wrangler 4xe Sahara,"2.0L I4 DOHC.Sahara 4xe2.0L I4 DOHC 8-Speed Automatic Price includes: $3000 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 06/03/2024For over 85 years, Carbone Auto Group is the name you know and the name you can trust.  At Carbone Chrysler, Dodge, Jeep, Ram of Yorkville the focus has remained the same.  Offer a full line of Award Winning Vehicles, Showcase Special purchase programs, Value for your trade-in, area leading service and parts with award winning customer services. Experience the Carbone difference today!",Wrangler 4xe,SUV,New,2024,57870.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17973,16V GDI DOHC Turbo Hybrid,4,Hybrid,5.0,8-Speed Automatic,Four-wheel Drive,Sahara,4,Pearlcoat,Black
Ford Escape Active,"2024 Carbonized Gray Metallic Ford Escape Active 1.5L EcoBoost This Ford Escape has many features and is well equipped including, Lifetime Engine Guarantee, Lifetime Oil Changes, Cold Weather Package, Equipment Group 200A, Heated Front Row Seats, Heated Sideview Mirrors, Heated Steering Wheel, Remote starter system.",Escape,SUV,New,2024,31985.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17978,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3,Gasoline,2.0,8-Speed Automatic,Front-wheel Drive,Active,4,Carbonized Gray Metallic,Ebony Black
Ford Bronco Sport Outer Banks,"Vehicle pricing does not include tax, title, dealer fee of $599.50. Factory MSRP: $37,710 $2,500 off MSRP! 25/29 City/Highway MPGPLUS TAX, TAGS AND 599.50 DEALER FEE. All price are plus Tax Title License and Fees. Price includes: $1250 - Bonus Cash. Exp. 06/03/2024 $750 - Bonus Customer Cash. Exp. 07/08/2024",Bronco Sport,SUV,New,2024,35210.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17978,oBoost,3,Gasoline,0.0,8-Speed Automatic,Four-wheel Drive,Outer Banks,4,Shadow Black,Ebony/Roast
Jeep Grand Cherokee L Laredo,"Bright White Clearcoat 2024 Jeep Grand Cherokee L Laredo 3.6L V6 24V VVT 4WD 115V Auxiliary Power Outlet, 7 & 4 Pin Wiring Harness, Class IV Receiver Hitch, Heated Front Seats, Heated Steering Wheel, Luxury Tech Group I, ParkView Rear Back-Up Camera, Power driver seat, Power Liftgate, Radio: Uconnect 5 w/8.4'' Display, Rain Sensitive Windshield Wipers, Reclining 3rd row seat, Remote keyless entry, Remote Start System, Steering wheel mounted audio controls, Trailer Hitch Zoom, Trailer Tow Package, Wireless Charging Pad.Priced below KBB Fair Purchase Price!Disclaimer: Pricing is inclusive of all applicable manufacturer incentives and may not be combined with other exclusive offers. See dealer for details. New vehicle pricing includes all offers and incentives. Tax, Title, and Tags are not included in the vehicle prices shown and must be paid by the purchasers. While great efforts are made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep. This is easily done by calling us at 833-815-6650 or by visiting us at the dealership. Price excludes tax, tag, title, registration, any dealer-installed accessories and dealer-provided benefits, a pre-delivery service fee of $898.50, and an Electronic Registration Filing Fee of $125, which charges represent costs and profits to the dealer for items such as inspecting, cleaning, and adjusting vehicles and preparing documents related to the sale. New vehicle pricing excludes Dealer Installed Accessories which may include Tint, Nitro, Wheel Locks, Lift Kits, Tires, and other dealer accessories. All prices, specifications, and availability are subject to change without notice. All advertised pricing is on in-stock units only and includes all applicable dealer discounts, manufacturer discounts, and incentives. Certain offers and incentives presume financing through the Manufacturer Captive Lender, subject to approved credit. Should you purchase the vehicle through the use of other funds or through other lending sources, certain offers and incentives may be excluded. Due to supply chain challenges and limited inventory, vehicles may be subject to an additional market adjustment depending on inventory production, availability, and market conditions. Please see the dealer for details. Pricing provided may vary significantly between the website and the dealer as a result of supply chain constraints. The pricing shown is non-binding and does not constitute an offer. Contact the dealer for updated vehicle pricing.  CUSTOMERS THAT TRADE A 2014 MODEL YEAR VEHICLE OR NEWER WITH UNDER 100,000 MILES WILL RECEIVE THIS INCENTIVE TOWARDS THEIR TRADE ALLOWANCE.
      
    Look no further than our dealership to find the new car or truck you have been longing for.We maintain an up-to-date online vehicle inventory to make your new car buying experience as stress-free as possible.Due to our competitive pricing,the vehicles listed on these pages will only be in stock for a short period of time.Don't hesitate to contact us by phone or stop by for your new car test drive!",Grand Cherokee L,SUV,New,2024,39370.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17973,24V VVT,6,Gasoline,0.0,8-Speed Automatic,Four-wheel Drive,Laredo,4,Bright White Clearcoat,Black
Jeep Wagoneer L Series II,"Check out this 2024! It offers the latest in technological innovation and style. The engine breathes better thanks to a turbocharger, improving both performance and economy. Jeep infused the interior with top shelf amenities, such as: leather upholstery, an automatic dimming rear-view mirror, and a split folding rear seat. Under the hood you'll find a 6 cylinder engine with more than 300 horsepower, and load leveling rear suspension maintains a comfortable ride. Four wheel drive allows you to go places you've only imagined. Our sales reps are knowledgeable and professional. We'd be happy to answer any questions that you may have. Stop in and take a test drive!",Wagoneer L,SUV,New,2024,78543.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17973,24V GDI DOHC Twin Turbo,6,Gasoline,16.0,8-Speed Automatic,Four-wheel Drive,Series II,4,Riverrock Green,Global Black
Hyundai Elantra HEV Blue,"Price includes: $1000 - Retail Bonus Cash. Exp. 06/03/2024   Serenity White 2024 Hyundai Elantra Hybrid Blue FWD 6-Speed Dual Clutch I4 I4.51/58 City/Highway MPGPohanka Hyundai of Salisbury clients enjoy special vehicle offers every day. We offer an online inventory, and outstanding financing options, making Pohanka Hyundai of Salisbury the preferred dealer for all your Hyundai needs. If you're ready to set up a test drive call us at 410-749-6660, or visit us in person. Prices exclude taxes, tags, and dealer processing fee of $499, not required by law. Remember your tax is always determined by where you live and not by where you buy at Pohanka of Salisbury.",Elantra HEV,Sedan,New,2024,27080.0,../static/img/vehicle_sample_sedan.png,66a2529221c4bf0e6fe17979,".6L I-4 gasoline direct injection, DOHC, D-CVVT variable",4,Hybrid,13.0,Automatic,Front-wheel Drive,Blue,4,Serenity White,Medium Gray
RAM 3500 Laramie Crew Cab 4x4 8' Box,"Patriot Blue Pearlcoat 2024 Ram 3500 Laramie 4WD 6-Speed Automatic I6Carter County Dodge is happy to offer free flights withing the continental U.S. for any of our customers! We will pick you up at the airport in order to sign your paperwork and deliver your car right to your front door!  For More Information, Call Frank Chavez at 580-224-3814",3500,Pickup Truck,New,2024,83940.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17976,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,6.0,Automatic,Four-wheel Drive,Laramie Crew Cab 4x4 8&#39; Box,4,Patriot Blue Pearlcoat,Black
Volkswagen Atlas Cross Sport 2.0T SEL R-Line,"In stock. Please contact our sales team for availability, details, and a test drive! , $2,500 VW Customer Bonus!! Offer cannot be combined with low interest or lease offers through VW Credit. See Overturf Volkswagen for details. Offer ends 5/31/24. , Here are some compelling reasons to consider buying the 2024 Volkswagen Atlas Cross Sport: 1. Stylish Design: The Atlas Cross Sport boasts a sleek and sporty design, with a coupe-like roofline and bold character lines, making it stand out on the road. , 2. Spacious Interior: Despite its sporty exterior, the Atlas Cross Sport offers generous interior space, comfortably seating five passengers with ample headroom and legroom in both rows. , 3. Advanced Technology: Equipped with Volkswagen's latest infotainment system, the Atlas Cross Sport features a user-friendly touchscreen interface with available smartphone integration, navigation, and premium audio systems for enhanced entertainment on the go. , 4. Dynamic Performance: With a turbocharged engine and available all-wheel drive, the Atlas Cross Sport delivers responsive acceleration, agile handling, and confident performance, whether navigating city streets or venturing off the beaten path. , 5. Versatility: The Atlas Cross Sport offers versatile cargo space, with the ability to fold down the rear seats to accommodate larger items, making it ideal for transporting gear, luggage, or groceries with ease. , 6. Safety Features: Volkswagen prioritizes safety, and the Atlas Cross Sport offers a comprehensive suite of available advanced safety features and driver-assist technologies, including forward collision warning, automatic emergency braking, blind-spot monitoring, and more, to help keep you and your passengers safe on the road. , Sale price excludes sales tax, licensing, and $200 negotiable dealer documentation fees. See Overturf Volkswagen for details.
      
    If you aren't seeing the vehicle that you are shopping for, contact our sales team to locate or order your new VW or Kia.",Atlas Cross Sport,SUV,New,2024,48541.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797b,16V GDI DOHC Turbo,4,Gasoline,10.0,8-Speed Automatic,All-wheel Drive,2.0T SEL R-Line,4,Silver Bird Metallic,Mauro Brown
RAM 3500 Tradesman/SLT/Laramie/Limited,"Bright White Clearcoat 2024 Ram 3500 Tradesman 4WD Aisin 6-Speed Automatic Cummins 6.7L I6 TurbodieselCarter County Dodge is happy to offer free flights withing the continental U.S. for any of our customers! We will pick you up at the airport in order to sign your paperwork and deliver your car right to your front door!  For More Information, Call Frank Chavez at 580-224-3814",3500,Pickup Truck,New,2024,67562.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17976,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,13.0,Automatic,Four-wheel Drive,Tradesman/SLT/Laramie/Limited,4,White,Black Interior Color
Lexus RX 500h F SPORT PERFORMANCE,"Caviar 2024 Lexus RX 500h F SPORT Performance AWD 6-Speed Automatic 2.4L I4 PDI Turbocharged DOHC 16V LEV3-SULEV30 274hp AWD, Black Leather. Recent Arrival! 27/28 City/Highway MPG Quoted price subject to change without notice to correct errors or omissions. Tax, Tag, registration fees not included. Advertised price includes Delivery and Handling fee. Visit Lexus of Colorado Springs for details. Accessories, options, and color may vary. Although we make every effort to post accurate information, Equipment listed is not guaranteed. All prices, specifications and availability subject to change without notice. Used vehicles may be subject to unrepaired manufacturer recalls. Please contact the Manufacturer or a Dealer for that line make, for recall assistance questions, or check the national Highway traffic safety administration website for current recall information before purchasing.
      
    Although we make every effort to assure correct information, Lexus of Colorado Springs does not guarantee that the equipment listed and photos presented are of the actual vehicle. Please contact us for actual equipment/package(s) relative to a specific stock number. Vehicle price includes $495 in Dealer Handling.",RX 500h,SUV,New,2024,73270.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1798a,16V PDI DOHC Turbo Hybrid,4,Hybrid,21.0,6-Speed Automatic,All-wheel Drive,F SPORT PERFORMANCE,4,Caviar,Black
RAM 3500 Laramie Mega Cab 4x4 6'4' Box,"Pearl White 2024 Ram 3500 Laramie 4WD Aisin 6-Speed Automatic 6.7L 6-Cylinder Diesel Turbocharged OHVPlease ask for Kevin White, the General Sales Manager if interested.",3500,Pickup Truck,New,2024,89040.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17976,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,5.0,Aisin 6-Speed Automatic,Four-wheel Drive,Laramie Mega Cab 4x4 6&#39;4&#39; Box,4,Pearl White,Black
